1,1,0.99994,0.99457,0.97123,0.95636,0.9371,0.83213,0.82584,0.79677,0.78811,0.78538,0.76095,0.71788,0.67846,0.66621,0.4768,0.47489,0.43842,0.3802,0.28259,0.192,0.11584,0.033385,0.029036,0.026622,0.0092808,0.007057,0.0054038,0.0016108,0.00023337,0.000039558,0.000015103,0.000011417,0.0000095855,0.0000058908,0.0000037498,0.0000021644,0.0000020829,0.0000011151,0.0000010749,0.00000090939,0.00000059111,0.00000044512,0.000000224,0.000000060794,0.000000029,0.0000000075041,0.0000000054369,0.00000000154,0.0000000014155,0.0000000011726,5.9348E-10,4.0901E-10,6.7382E-11,2.4142E-11,2.1997E-11,6.7969E-12,5.4743E-13,5.4639E-13,1.1446E-13,8.4005E-15,9.6667E-16,2.6855E-16,2.3244E-16,3.5202E-17,3.3081E-17,2.0446E-17,1.6207E-17,1.1135E-17,2.7956E-18,1.1561E-18,8.0243E-19,6.6141E-19,5.5988E-19,2.7651E-19,8.7405E-20,8.0844E-20,4.0485E-20,3.2558E-20,2.5209E-20,6.0441E-22,3.253E-22,3.1832E-25,5.2825E-26,5.0236E-26,3.5083E-26,4.6524E-28,2.4588E-29,2.2999E-30,3.7531E-31,2.4473E-31,2.8218E-33,1.4317E-33,7.9972E-36,4.0863E-36,1.1378E-37,3.9719E-39,3.5106E-42,7.0672E-43,3.7324E-43
1,0.99994,1,0.99564,0.97372,0.9594,0.9407,0.83756,0.83134,0.80255,0.79397,0.79126,0.76701,0.72419,0.68492,0.6727,0.48309,0.48118,0.44453,0.38594,0.28748,0.1958,0.11846,0.034338,0.029883,0.027408,0.0095926,0.0073011,0.0055957,0.0016744,0.00024392,0.000041531,0.000015892,0.000012021,0.000010097,0.0000062116,0.0000039579,0.0000022873,0.0000022013,0.00000118,0.0000011376,0.00000096274,0.00000062633,0.00000047191,0.00000023777,0.000000064703,0.000000030947,0.000000008,0.0000000058119,0.0000000016498,0.0000000015166,0.0000000012567,6.3681E-10,4.3914E-10,7.2557E-11,2.6038E-11,2.3727E-11,7.3448E-12,5.9376E-13,5.9263E-13,1.2443E-13,9.1645E-15,1.0576E-15,2.943E-16,2.5477E-16,3.8676E-17,3.6349E-17,2.2478E-17,1.7824E-17,1.2251E-17,3.081E-18,1.2755E-18,8.8568E-19,7.3019E-19,6.1823E-19,3.0558E-19,9.6723E-20,8.947E-20,4.4841E-20,3.607E-20,2.7936E-20,6.7259E-22,3.6224E-22,3.5707E-25,5.9362E-26,5.6455E-26,3.944E-26,5.2525E-28,2.7837E-29,2.6097E-30,4.2656E-31,2.7826E-31,3.2213E-33,1.6354E-33,9.1759E-36,4.6912E-36,1.3102E-37,4.5862E-39,4.0764E-42,8.2164E-43,4.3415E-43
1,0.99458,0.99564,1,0.99061,0.98127,0.96771,0.88162,0.87609,0.85015,0.84231,0.83983,0.81746,0.77724,0.73969,0.72788,0.53837,0.53641,0.49851,0.43714,0.33173,0.23078,0.14306,0.043577,0.038111,0.035061,0.012698,0.009745,0.0075274,0.0023284,0.00035552,0.000062916,0.00002455,0.000018672,0.000015737,0.0000097729,0.0000062803,0.0000036665,0.0000035312,0.0000019143,0.0000018467,0.0000015675,0.0000010275,0.000000778,0.00000039663,0.00000011029,0.000000053378,0.000000014122,0.000000010288,0.000000003,0.000000002739,0.0000000022759,0.0000000011646,8.0742E-10,1.368E-10,4.9777E-11,4.5416E-11,1.4278E-11,1.1918E-12,1.1896E-12,2.546E-13,1.9341E-14,2.2879E-15,6.4578E-16,5.5994E-16,8.6765E-17,8.1598E-17,5.0721E-17,4.0318E-17,2.7824E-17,7.0993E-18,2.966E-18,2.0672E-18,1.7077E-18,1.4483E-18,7.21E-19,2.3087E-19,2.1372E-19,1.0785E-19,8.6944E-20,6.7508E-20,1.6848E-21,9.1272E-22,9.5815E-25,1.6181E-25,1.5395E-25,1.0789E-25,1.4904E-27,8.0924E-29,7.7329E-30,1.2823E-30,8.3933E-31,1.0058E-32,5.1328E-33,2.9938E-35,1.5381E-35,4.4087E-37,1.5804E-38,1.4744E-41,3.0042E-42,1.5942E-42
1,0.97123,0.97372,0.99061,1,0.99837,0.99296,0.93569,0.9314,0.91073,0.90432,0.90228,0.88357,0.84881,0.81522,0.80446,0.6214,0.61941,0.58072,0.51674,0.40301,0.28924,0.1858,0.060882,0.053634,0.049562,0.018877,0.014663,0.011458,0.0037213,0.00060887,0.00011404,0.000045795,0.000035114,0.000029743,0.000018727,0.000012186,0.0000072214,0.000006962,0.0000038374,0.0000037054,0.000003159,0.000002094,0.000001597,0.0000008283,0.00000023774,0.00000011709,0.000000032,0.000000023445,0.000000007,0.0000000064283,0.000000005363,0.0000000027844,0.0000000019455,3.4201E-10,1.2701E-10,1.161E-10,3.7338E-11,3.2672E-12,3.2611E-12,7.1791E-13,5.7077E-14,7.001E-15,2.018E-15,1.7539E-15,2.8009E-16,2.6367E-16,1.6514E-16,1.3175E-16,9.1453E-17,2.3837E-17,1.0093E-17,7.0736E-18,5.8603E-18,4.9826E-18,2.5067E-18,8.1643E-19,7.5667E-19,3.8571E-19,3.1192E-19,2.4309E-19,6.3963E-21,3.495E-21,4.0247E-24,6.9551E-25,6.6216E-25,4.6616E-25,6.7962E-27,3.8238E-28,3.7581E-29,6.3652E-30,4.187E-30,5.2792E-32,2.7146E-32,1.6762E-34,8.6743E-35,2.5828E-36,9.5885E-38,9.6062E-41,1.9886E-41,1.0619E-41
1,0.95636,0.9594,0.98127,0.99837,1,0.9981,0.95381,0.95011,0.93198,0.92627,0.92444,0.90756,0.87559,0.84415,0.83398,0.65592,0.65395,0.61534,0.55088,0.43454,0.31595,0.20599,0.069575,0.061478,0.056916,0.022136,0.017282,0.013568,0.004497,0.00075724,0.00014522,0.000059015,0.000045403,0.000038539,0.000024404,0.000015963,0.0000095186,0.0000091807,0.0000050954,0.0000049221,0.0000042038,0.0000027995,0.0000021415,0.0000011187,0.00000032535,0.0000001614,0.000000044613,0.000000032834,0.0000000098761,0.0000000091138,0.0000000076162,0.000000004,0.0000000027886,4.978E-10,1.8644E-10,1.7055E-10,5.5372E-11,4.9409E-12,4.9319E-12,1.0985E-12,8.9004E-14,1.1083E-14,3.2226E-15,2.8035E-15,4.5337E-16,4.2696E-16,2.6826E-16,2.1434E-16,1.4914E-16,3.922E-17,1.67E-17,1.173E-17,9.73E-18,8.2813E-18,4.1846E-18,1.3726E-18,1.2727E-18,6.5149E-19,5.2755E-19,4.1177E-19,1.1075E-20,6.0732E-21,7.268E-24,1.2681E-24,1.2076E-24,8.5176E-25,1.2699E-26,7.2515E-28,7.2106E-29,1.2321E-29,8.1213E-30,1.0459E-31,5.3948E-32,3.4109E-34,1.7705E-34,5.356E-36,2.0175E-37,2.082E-40,4.3384E-41,2.3228E-41
1,0.9371,0.9407,0.96771,0.99296,0.9981,1,0.97025,0.96722,0.95201,0.94712,0.94555,0.9308,0.90219,0.87338,0.86395,0.69287,0.69093,0.6527,0.58819,0.46971,0.34634,0.22945,0.080083,0.070996,0.065859,0.026201,0.020567,0.016231,0.0054988,0.00095516,0.00018791,0.000077355,0.00005973,0.000050815,0.000032377,0.000021298,0.000012785,0.000012337,0.0000068985,0.0000066667,0.0000057051,0.0000038183,0.0000029304,0.0000015427,0.0000004551,0.00000022754,0.000000063778,0.000000047091,0.000000014341,0.000000013245,0.000000011089,0.0000000058298,0.0000000041009,7.4433E-10,2.8134E-10,2.5757E-10,8.4484E-11,7.7002E-12,7.6862E-12,1.7338E-12,1.4338E-13,1.8148E-14,5.3269E-15,4.639E-15,7.6044E-16,7.1646E-16,4.5168E-16,3.6148E-16,2.5219E-16,6.6956E-17,2.8683E-17,2.0197E-17,1.6775E-17,1.4293E-17,7.2568E-18,2.3985E-18,2.2251E-18,1.1442E-18,9.2786E-19,7.2543E-19,1.9981E-20,1.0999E-20,1.3722E-23,2.4191E-24,2.3044E-24,1.6287E-24,2.4878E-26,1.4435E-27,1.4536E-28,2.5076E-29,1.6566E-29,2.1826E-31,1.1297E-31,7.3281E-34,3.8162E-34,1.1744E-35,4.4939E-37,4.7884E-40,1.0049E-40,5.3957E-41
1,0.83213,0.83756,0.88162,0.93569,0.95381,0.97025,1,0.99992,0.9977,0.99649,0.99606,0.9912,0.97861,0.963,0.95741,0.8298,0.82813,0.79469,0.73513,0.6165,0.48064,0.3394,0.13498,0.12123,0.11336,0.049348,0.039586,0.03189,0.011789,0.0023175,0.00050463,0.00021869,0.00017133,0.00014707,0.000096044,0.000064612,0.000039837,0.000038512,0.000022183,0.000021475,0.000018521,0.000012645,0.0000098314,0.0000053379,0.0000016666,0.00000085963,0.00000025467,0.00000019048,0.000000061,0.000000056475,0.000000047624,0.000000025694,0.000000018328,0.0000000035538,0.0000000013931,0.0000000012796,4.3717E-10,4.335E-11,4.3274E-11,1.0267E-11,9.2102E-13,1.244E-13,3.7909E-14,3.3152E-14,5.7358E-15,5.4135E-15,3.4594E-15,2.7866E-15,1.9646E-15,5.4185E-16,2.3776E-16,1.6908E-16,1.4116E-16,1.2082E-16,6.2505E-17,2.1297E-17,1.9798E-17,1.0366E-17,8.4538E-18,6.6534E-18,2.0144E-19,1.1261E-19,1.6578E-22,3.0457E-23,2.9046E-23,2.0697E-23,3.4814E-25,2.1528E-26,2.2797E-27,4.0844E-28,2.7223E-28,3.9283E-30,2.0611E-30,1.4804E-32,7.8101E-33,2.5732E-34,1.0482E-35,1.2688E-38,2.7395E-39,1.4875E-39
1,0.82584,0.83134,0.87609,0.9314,0.95011,0.96722,0.99992,1,0.99846,0.99745,0.99708,0.99276,0.98106,0.96621,0.96084,0.83604,0.83439,0.80133,0.74226,0.62401,0.48787,0.34562,0.13836,0.12435,0.11632,0.050867,0.040849,0.032942,0.012232,0.0024195,0.00052955,0.00023008,0.00018039,0.00015492,0.00010129,0.000068221,0.000042119,0.000040721,0.000023491,0.000022743,0.000019623,0.000013411,0.000010433,0.0000056735,0.0000017764,0.00000091774,0.00000027265,0.00000020406,0.000000065458,0.000000060661,0.000000051173,0.000000027644,0.000000019734,0.0000000038391,0.0000000015077,0.0000000013851,4.7418E-10,4.722E-11,4.7138E-11,1.1212E-11,1.0099E-12,1.3685E-13,4.1784E-14,3.6549E-14,6.3407E-15,5.985E-15,3.8272E-15,3.0839E-15,2.1753E-15,6.0112E-16,2.6408E-16,1.8789E-16,1.5691E-16,1.3433E-16,6.9561E-17,2.3738E-17,2.2069E-17,1.1566E-17,9.4348E-18,7.4279E-18,2.2597E-19,1.2641E-19,1.8767E-22,3.455E-23,3.2951E-23,2.349E-23,3.9703E-25,2.463E-26,2.6148E-27,4.6938E-28,3.1299E-28,4.5372E-30,2.3822E-30,1.7199E-32,9.0794E-33,3.0016E-34,1.2267E-35,1.4943E-38,3.2311E-39,1.7554E-39
1,0.79677,0.80255,0.85015,0.91073,0.93198,0.95201,0.9977,0.99846,1,0.99987,0.99978,0.99788,0.99023,0.97886,0.97452,0.86292,0.86138,0.83017,0.77353,0.65752,0.52057,0.37413,0.15425,0.13904,0.1303,0.058149,0.046926,0.038018,0.014397,0.0029285,0.0006558,0.00028826,0.00022674,0.00019512,0.00012829,0.00008684,0.000053938,0.000052171,0.000030297,0.000029344,0.000025363,0.000017412,0.000013586,0.0000074394,0.0000023594,0.0000012275,0.00000036925,0.00000027716,0.000000089907,0.00000008338,0.000000070453,0.000000038283,0.000000027414,0.0000000054134,0.0000000021436,0.000000002,6.8087E-10,6.9105E-11,6.8985E-11,1.6596E-11,1.5226E-12,2.0937E-13,6.4469E-14,5.6445E-14,9.9123E-15,9.36E-15,6.0036E-15,4.8447E-15,3.4255E-15,9.5476E-16,4.2172E-16,3.0072E-16,2.5143E-16,2.1546E-16,1.1205E-16,3.85E-17,3.5811E-17,1.8844E-17,1.5391E-17,1.2136E-17,3.7715E-19,2.1172E-19,3.2628E-22,6.0629E-23,5.7838E-23,4.1307E-23,7.1353E-25,4.4905E-26,4.8216E-27,8.7296E-28,5.8325E-28,8.6305E-30,4.5452E-30,3.3579E-32,1.7778E-32,5.9686E-34,2.4738E-35,3.1016E-38,6.7494E-39,3.6762E-39
1,0.78811,0.79397,0.84231,0.90432,0.92627,0.94712,0.99649,0.99745,0.99987,1,0.99999,0.9988,0.99233,0.98198,0.97795,0.87035,0.86884,0.83822,0.78237,0.66716,0.53013,0.38259,0.15909,0.14352,0.13457,0.060407,0.048817,0.039603,0.015083,0.0030928,0.00069721,0.00030749,0.00024209,0.00020845,0.00013728,0.00009306,0.000057902,0.000056012,0.000032591,0.000031569,0.0000273,0.000018766,0.000014655,0.0000080409,0.0000025596,0.0000013344,0.00000040286,0.00000030264,0.000000098488,0.000000091358,0.00000007723,0.000000042,0.00000003013,0.000000006,0.0000000023717,0.0000000021808,7.5549E-10,7.7101E-11,7.6968E-11,1.8577E-11,1.7135E-12,2.3662E-13,7.3037E-14,6.3964E-14,1.1272E-14,1.0645E-14,6.8341E-15,5.5173E-15,3.9037E-15,1.0907E-15,4.8254E-16,3.4431E-16,2.8797E-16,2.4685E-16,1.2853E-16,4.4251E-17,4.1165E-17,2.1687E-17,1.772E-17,1.3978E-17,4.3709E-19,2.4561E-19,3.8262E-22,7.1289E-23,6.8013E-23,4.8599E-23,8.4479E-25,5.3387E-26,5.7512E-27,1.0438E-27,6.9783E-28,1.0387E-29,5.4753E-30,4.072E-32,2.1577E-32,7.2763E-34,3.0282E-35,3.8282E-38,8.3462E-39,4.5492E-39
